id,spend_lower,spend_upper,impressions_lower,impressions_upper,currency,ad_delivery_start_time,ad_delivery_stop_time,search_page_ids,bylines,target_gender,eu_total_reach,estimated_audience_size
762708425744440,1000,1499,50000,59999,CZK,2024-01-25,2024-02-22,183496134175,Český rozhlas,All,26282,100001
971254370797240,900,999,10000,14999,CZK,2023-09-04,2023-09-15,183496134175,Český rozhlas,,,100001
250990981010004,0,99,2000,2999,CZK,2023-06-30,2023-07-01,183496134175,,,,1000001
563715232386945,200,299,5000,5999,CZK,2023-06-26,2023-06-27,183496134175,,,,1000001
1553778902180285,5000,5999,40000,44999,CZK,2024-09-19,2024-09-21,142955265738884,Komunistická strana Čech a Moravy,All,31449,100001
876984947302922,900,999,8000,8999,CZK,2024-09-18,2024-09-21,142955265738884,Komunistická strana Čech a Moravy,All,4822,100001
871282641611626,4000,4499,45000,49999,CZK,2024-09-17,2024-09-19,142955265738884,Komunistická strana Čech a Moravy,All,28993,100001
1320708019265746,0,99,0,999,CZK,2024-09-17,2024-09-17,142955265738884,Komunistická strana Čech a Moravy,All,75,100001
1266374447684522,0,99,1000,1999,CZK,2024-09-17,2024-09-17,142955265738884,Komunistická strana Čech a Moravy,All,1351,100001
383276704824568,400,499,2000,2999,CZK,2024-09-16,2024-09-18,142955265738884,Komunistická strana Čech a Moravy,All,1783,100001
386332784348474,2500,2999,15000,19999,CZK,2024-09-15,2024-09-21,142955265738884,Komunistická strana Čech a Moravy,All,11255,100001
386202991251134,2500,2999,20000,24999,CZK,2024-09-15,2024-09-21,142955265738884,Komunistická strana Čech a Moravy,All,11282,100001
1191519848725687,0,99,0,999,CZK,2024-09-15,2024-09-15,142955265738884,Komunistická strana Čech a Moravy,All,910,100001
507694258647859,0,99,0,999,CZK,2024-09-15,2024-09-16,142955265738884,Komunistická strana Čech a Moravy,All,926,100001
1046879547098956,200,299,3000,3999,CZK,2024-09-14,2024-09-18,142955265738884,Komunistická strana Čech a Moravy,All,2299,10001
1259808391702951,0,99,0,999,CZK,2024-09-13,2024-09-16,142955265738884,Komunistická strana Čech a Moravy,All,548,100001
3733906706862113,400,499,2000,2999,CZK,2024-09-12,2024-09-14,142955265738884,Komunistická strana Čech a Moravy,All,1544,100001
1896254104191025,1500,1999,35000,39999,CZK,2024-09-10,2024-09-14,142955265738884,Komunistická strana Čech a Moravy,All,30426,100001
1071187774370065,5000,5999,70000,79999,CZK,2024-09-08,2024-09-12,142955265738884,Komunistická strana Čech a Moravy,All,46289,100001
3324086937886449,1000,1499,60000,69999,CZK,2024-09-07,2024-09-10,142955265738884,Komunistická strana Čech a Moravy,All,24272,100001
496275436475010,2000,2499,9000,9999,CZK,2024-09-05,2024-09-09,142955265738884,Komunistická strana Čech a Moravy,All,4555,100001
1553924778896369,1000,1499,10000,14999,CZK,2024-09-04,2024-09-07,142955265738884,Komunistická strana Čech a Moravy,All,5602,100001
1278250943333203,1500,1999,10000,14999,CZK,2024-09-02,2024-09-07,142955265738884,Komunistická strana Čech a Moravy,All,5687,50001
1736450150434865,5000,5999,50000,59999,CZK,2024-09-01,2024-09-08,142955265738884,Komunistická strana Čech a Moravy,All,21754,100001
825328716250609,2000,2499,15000,19999,CZK,2024-09-01,2024-09-04,142955265738884,Komunistická strana Čech a Moravy,All,9960,100001
1507205550163221,400,499,3000,3999,CZK,2024-08-30,2024-08-31,142955265738884,Komunistická strana Čech a Moravy,All,2842,100001
2263693380676133,1500,1999,35000,39999,CZK,2024-08-29,2024-09-03,142955265738884,Komunistická strana Čech a Moravy,All,29493,100001
8274909049263142,1000,1499,15000,19999,CZK,2024-08-28,2024-08-30,142955265738884,Komunistická strana Čech a Moravy,All,17746,100001
3734692053451325,1000,1499,6000,6999,CZK,2024-08-28,2024-08-30,142955265738884,Komunistická strana Čech a Moravy,All,4028,100001
865034878919506,2000,2499,20000,24999,CZK,2024-08-27,2024-09-08,142955265738884,Komunistická strana Čech a Moravy,All,8552,100001
8266502966740936,400,499,10000,14999,CZK,2024-08-27,2024-08-29,142955265738884,Komunistická strana Čech a Moravy,All,10220,1000001
1664427497656714,400,499,3000,3999,CZK,2024-08-27,2024-08-28,142955265738884,Komunistická strana Čech a Moravy,All,2426,100001
1036344141558955,800,899,6000,6999,CZK,2024-08-24,2024-08-27,142955265738884,Komunistická strana Čech a Moravy,All,5004,100001
885917636743880,1000,1499,9000,9999,CZK,2024-08-24,2024-08-27,142955265738884,Komunistická strana Čech a Moravy,All,5289,100001
2942346305918652,100,199,1000,1999,CZK,2024-08-23,2024-08-24,142955265738884,Komunistická strana Čech a Moravy,All,936,100001
503382952648030,200,299,2000,2999,CZK,2024-08-23,2024-08-24,142955265738884,Komunistická strana Čech a Moravy,All,1834,100001
3603860143211432,100,199,2000,2999,CZK,2024-08-22,2024-08-26,142955265738884,Komunistická strana Čech a Moravy,All,1455,50001
